494,769,71,58
977,290,90,76
475,749,69,45
433,843,98,68
913,493,71,59
554,617,64,59
492,815,76,66
664,82,82,39
207,144,104,77
482,77,91,70
1062,615,62,31
570,569,69,61
490,842,85,76
404,330,80,71
408,966,89,49
11,921,82,54
968,1014,72,61
348,216,104,58
267,938,86,62
611,84,83,62
969,838,60,52
67,534,80,39
834,457,93,54
520,919,79,63
414,365,90,56
633,400,79,55
709,325,89,74
967,60,90,72
240,401,72,71
36,161,86,50
912,817,62,53
125,19,91,57
694,758,67,54
970,1010,65,52
958,591,60,59
803,214,79,58
1006,782,77,59
807,212,89,72
942,153,87,36
48,1041,83,73
866,123,77,67
947,586,113,78
878,1066,74,59
693,202,107,65
373,39,85,57
90,802,81,75
491,563,81,68
315,673,94,77
981,468,77,66
794,369,71,53
379,209,100,99
57,217,92,60
772,171,80,76
1032,446,102,74
10,863,71,58
1022,14,86,76
76,712,72,63
174,98,72,61
115,577,67,66
1023,168,78,73
170,299,89,76
957,245,83,61
959,316,86,83
340,742,87,79
975,460,74,64
1059,476,59,55
850,480,65,58
825,484,81,63
527,923,75,68
544,672,56,45
550,771,73,68
598,810,90,76
765,725,66,56
2,818,70,67
835,7,74,66
46,20,77,44
31,704,97,60
42,1012,69,62
182,43,91,89
69,662,84,67
120,211,69,43
213,387,80,67
218,247,60,58
117,575,65,52
152,752,88,63
833,155,65,62
851,188,68,58
220,996,94,81
287,198,61,52
264,911,92,88
972,276,108,106
459,283,81,77
636,289,80,74
374,669,89,81
443,932,81,61
935,453,96,93
466,592,49,48
955,470,99,66
903,644,72,52
997,665,78,52
64,136,74,72
790,886,94,36
1043,726,73,53
897,895,65,55
565,5,61,52
10,902,80,64
51,17,51,47
606,18,80,77
233,24,85,58
128,29,108,98
32,789,86,83
34,961,85,67
502,44,86,59
124,47,75,68
49,108,74,71
52,717,86,69
58,799,91,69
242,61,85,60
372,62,71,63
65,434,89,69
1068,68,69,51
72,517,66,63
75,403,61,60
386,76,68,67
599,77,87,72
79,326,76,70
872,78,102,70
80,1045,81,67
83,777,97,77
189,85,81,64
463,86,81,77
89,431,81,69
94,265,76,71
50,98,79,53
847,99,90,75
757,102,72,62
1065,103,95,88
1067,118,97,80
678,127,90,81
211,387,79,67
247,219,71,62
960,126,86,85
917,132,76,64
134,715,99,93
621,140,82,75
142,824,100,92
148,627,132,118
115,831,67,47
116,670,104,68
918,149,76,75
155,332,54,52
297,159,67,64
160,454,75,68
466,168,66,63
682,169,71,67
846,892,59,41
1044,179,80,51
180,289,68,60
184,720,81,54
190,624,91,83
194,276,80,78
197,765,78,64
195,445,90,76
533,199,101,93
255,200,79,69
198,480,62,59
318,221,60,55
882,206,77,55
508,208,65,60
780,222,79,47
1036,224,103,49
228,762,66,59
788,231,82,54
237,272,89,77
238,877,58,52
244,976,90,59
884,249,72,67
462,248,66,49
858,252,81,79
270,1012,80,77
266,561,78,68
258,637,78,50
261,301,80,74
263,613,106,80
264,704,102,94
279,695,57,56
753,284,76,59
792,286,110,101
291,768,80,68
295,1021,89,85
370,296,82,65
826,299,79,68
456,303,92,55
307,1020,93,76
378,314,68,66
589,316,83,71
327,710,101,97
319,471,61,53
358,320,58,43
321,1003,85,59
1030,322,80,66
994,324,69,68
380,335,66,65
336,357,124,114
345,590,83,69
833,346,63,62
580,353,58,53
359,536,69,41
360,830,66,58
361,737,91,59
362,889,58,55
363,661,79,59
367,926,100,74
997,374,84,73
376,924,80,63
1004,388,72,65
779,407,65,57
410,425,93,67
412,616,88,51
832,418,82,74
674,427,80,51
428,465,75,70
435,429,109,70
447,1011,73,59
1029,440,93,81
477,443,70,63
825,446,80,75
455,527,54,52
548,458,92,66
1022,460,77,69
473,511,91,62
521,476,75,66
559,479,66,56
903,496,65,61
497,875,70,66
500,524,73,55
1027,514,84,65
658,516,87,64
531,1077,69,65
602,540,84,61
587,549,88,86
556,574,101,71
560,1028,68,52
657,579,74,69
582,699,59,57
583,1015,67,49
891,594,64,61
596,1008,72,68
608,1013,70,65
766,618,61,56
974,186,91,60
650,793,87,73
625,816,94,84
662,857,92,83
666,823,93,71
677,1063,65,63
954,690,69,60
772,702,65,51
774,734,73,71
721,865,58,55
1069,754,66,55
1009,756,85,71
746,1052,76,75
761,1047,94,79
767,899,75,65
796,879,74,66
1019,808,100,51
791,1055,75,68
955,845,75,60
1046,856,70,59
860,543,63,47
869,993,77,52
871,1042,67,50
874,1056,78,70
876,1037,78,74
964,936,92,77
985,1071,76,71
1026,996,97,88
992,1031,81,80
1039,1060,59,55
689,953,76,56
338,852,83,62
312,513,81,66
495,333,93,82
656,648,64,52
131,980,64,60
681,33,73,47
306,667,63,51
230,141,102,66
553,381,92,68
449,185,57,52
292,268,116,45
95,251,77,58
614,53,86,56
1061,711,82,59
1038,402,88,57
111,510,99,57
235,706,77,75
990,55,77,70
802,815,67,56
630,122,65,49
437,1080,69,61
733,15,64,60
849,229,77,57
485,786,74,64
943,944,75,52
811,310,78,65
256,294,109,59
864,787,62,59
692,931,77,68
90,492,77,69
949,940,74,65
191,585,83,66
724,962,76,68
373,209,72,65
379,39,74,62
59,271,82,56
150,528,73,62
313,171,93,78
488,273,89,84
518,366,73,54
441,1078,77,63
526,763,86,57
812,701,65,58
87,4,70,68
975,14,90,77
16,501,110,82
714,22,70,45
25,426,94,88
26,673,84,61
174,30,78,72
550,43,80,67
66,641,81,78
1059,71,66,50
93,280,77,57
867,101,76,58
642,100,85,84
798,106,78,72
110,539,102,86
227,945,64,57
135,498,64,58
137,610,85,73
474,145,71,69
813,146,69,54
167,738,75,69
344,170,69,68
183,740,73,70
196,578,69,61
225,725,88,80
347,245,77,73
719,277,74,59
278,356,92,75
282,1017,64,48
304,886,86,61
382,448,73,62
390,1016,95,86
396,671,66,58
821,397,82,70
420,929,74,52
735,430,74,70
459,742,71,67
469,629,78,74
770,472,74,45
1032,484,79,63
939,537,66,41
523,785,61,49
925,505,86,83
546,712,72,69
577,1005,77,70
1023,592,101,78
863,646,83,71
668,959,91,83
957,743,70,54
748,1018,69,62
1024,848,105,61
923,928,76,74
979,1033,72,66
117,2,70,68
210,7,74,64
20,680,66,55
31,911,86,51
896,42,93,78
46,143,75,60
215,57,81,78
810,64,89,86
69,795,81,71
120,213,106,79
218,603,75,68
598,136,73,65
163,368,72,61
226,188,93,89
851,547,74,61
220,557,89,76
182,771,75,60
783,250,104,88
340,283,64,62
850,287,87,77
323,223,71,62
375,752,73,58
467,932,78,71
827,470,85,81
478,897,64,61
1072,545,72,62
818,575,90,38
576,895,68,67
934,644,82,63
636,651,86,69
983,972,92,56
727,588,82,76
669,665,87,71
515,708,100,62
870,915,92,80
6,166,68,55
45,986,92,86
257,88,91,51
744,300,109,107
453,377,68,59
1043,728,75,55
17,77,72,63
18,961,86,52
606,34,88,80
47,249,77,63
830,49,66,53
51,599,71,57
62,899,71,62
703,74,70,65
83,452,85,68
874,86,76,73
783,99,99,78
108,360,76,73
884,124,65,59
145,481,70,66
173,594,64,45
179,1047,84,70
1034,224,129,88
307,237,97,80
847,250,96,93
261,867,82,80
272,1020,82,78
296,279,70,66
1024,297,101,89
756,314,67,54
1076,331,74,73
695,370,60,50
767,372,71,62
1009,378,75,68
914,440,73,59
1015,445,86,67
463,1056,81,53
464,561,73,46
860,671,67,58
750,524,63,58
831,579,88,83
582,870,79,77
657,717,75,68
663,916,68,64
666,985,112,99
1044,761,78,66
796,925,102,85
823,1071,74,66
1048,875,83,79
40,13,97,79
438,109,71,52
819,542,63,47
718,801,63,56
1062,157,89,45
920,655,71,58
552,843,76,63
369,873,51,50
839,421,73,64
664,617,92,53
628,615,80,61
337,731,63,60
755,507,72,56
686,814,78,53
688,729,74,52
1025,451,83,56
951,269,83,79
741,419,77,57
37,38,77,64
978,923,83,56
1073,611,78,70
493,203,76,71
723,805,73,68
522,809,66,47
1080,677,71,53
900,365,65,47
156,281,73,60
968,406,60,55
626,144,100,75
707,315,73,54
1070,680,76,64
385,371,58,57
207,161,84,66
239,400,54,38
946,880,64,55
878,838,84,73
942,700,68,50
647,764,103,59
404,202,114,56
569,977,56,41
393,350,101,54
982,645,67,39
329,778,70,53
35,214,86,68
941,387,57,42
909,19,85,53
125,436,93,59
958,800,59,57
633,212,67,59
804,782,91,52
947,178,84,71
654,92,71,65
530,91,71,62
812,1053,69,57
26,223,77,63
301,101,73,70
103,881,82,67
255,135,51,33
159,848,69,63
227,751,75,73
278,1028,72,48
323,673,84,74
396,543,68,58
518,877,72,60
679,844,79,67
580,300,71,70
353,744,69,67
377,935,65,61
726,564,59,52
728,588,55,49
699,915,75,68
746,16,84,75
813,25,57,54
318,32,62,55
68,808,104,71
93,1027,68,56
100,1003,105,64
587,142,95,79
200,498,93,62
284,1017,47,40
304,770,69,44
321,642,63,57
388,590,77,73
428,441,71,55
430,1008,68,59
465,1078,93,83
775,469,74,57
1052,501,69,54
574,537,95,73
526,757,67,59
556,939,69,67
565,1051,62,53
780,714,80,72
774,858,65,63
1019,1068,61,60
222,22,59,41
66,58,54,51
357,85,136,112
976,106,82,76
426,146,109,93
531,167,82,60
1033,892,73,54
258,183,74,53
189,336,98,90
221,789,75,60
186,236,67,57
252,734,120,73
280,514,63,53
753,282,67,41
1004,345,76,74
359,705,90,72
1031,429,73,50
435,992,80,69
886,472,83,64
719,499,78,64
879,505,71,65
549,824,81,67
682,562,70,58
596,735,65,62
637,740,72,68
641,799,99,63
1077,738,69,61
846,979,82,44
427,690,76,67
954,674,64,62
244,798,87,70
763,102,83,61
84,785,72,67
945,751,57,55
206,350,83,69
344,743,61,45
791,354,74,41
503,926,78,51
187,48,90,59
333,181,80,67
840,836,68,59
940,1079,94,81
1041,575,75,54
409,938,83,64
980,828,84,76
905,490,82,75
262,675,89,77
1061,175,77,74
551,309,69,67
491,423,88,39
622,384,76,64
981,535,81,44
306,806,81,75
475,234,61,55
424,747,74,71
861,253,52,49
659,104,69,56
1075,637,97,51
293,298,102,61
643,510,90,86
176,918,85,56
921,593,51,46
27,853,49,46
855,323,94,81
70,482,87,62
811,619,63,46
154,289,92,50
525,147,93,57
433,570,83,73
904,1010,81,54
494,532,78,68
401,989,67,64
414,612,87,56
417,275,74,71
553,107,77,53
1000,930,71,49
937,965,63,62
566,927,74,64
259,291,81,51
568,595,89,68
267,969,75,50
919,41,75,73
653,640,71,57
415,341,81,58
352,586,61,45
733,82,66,45
11,987,80,74
36,81,49,39
931,948,64,53
399,784,82,77
630,3,69,64
709,121,76,61
216,943,70,69
348,834,72,56
693,243,83,66
962,908,70,58
866,634,83,71
379,373,62,54
39,209,56,49
118,271,91,85
827,171,103,87
10,923,95,70
851,898,73,67
1007,276,50,47
235,61,104,63
28,32,74,67
49,208,95,55
53,560,90,67
58,461,87,65
138,59,82,73
604,79,92,49
650,98,104,91
882,119,68,56
721,211,62,58
132,1063,63,46
134,335,82,53
832,139,73,65
302,143,96,77
115,571,93,70
116,687,86,60
479,158,68,66
160,248,70,48
164,750,71,70
304,172,77,70
504,184,75,62
516,195,75,71
199,936,109,93
205,971,73,54
1069,222,67,54
233,1030,67,65
241,322,79,60
246,603,78,56
458,277,70,58
528,286,75,71
285,679,104,77
288,472,95,44
321,442,82,75
346,684,88,83
573,349,64,51
383,418,84,66
685,440,95,86
462,1040,68,65
527,478,82,58
488,768,88,85
576,1048,80,70
979,889,70,61
890,1055,74,68
720,762,81,32
810,793,88,73
846,992,90,77
724,1053,84,63
112,37,91,62
689,759,63,57
1066,413,86,73
656,822,79,77
530,513,77,68
67,837,69,65
803,967,53,49
973,920,87,78
760,706,73,57
131,468,63,51
203,185,58,52
114,1080,75,63
343,12,66,46
654,312,76,73
982,782,75,55
1074,485,97,74
338,901,78,62
421,422,66,57
311,880,53,52
290,972,111,66
953,952,84,72
230,130,86,51
192,999,70,56
339,885,80,70
1054,393,56,49
864,411,69,56
449,745,60,58
683,520,74,63
730,713,82,72
688,670,91,45
787,907,84,67
109,963,74,68
437,511,62,52
607,605,68,49
563,990,76,54
628,144,82,56
534,489,90,63
240,251,80,62
111,157,70,48
1073,1026,61,46
495,913,69,64
90,585,72,67
122,786,65,44
1050,541,71,56
256,554,81,71
438,432,72,40
57,678,107,82
1042,273,74,56
518,1013,96,44
500,56,55,50
141,326,68,49
228,886,90,88
263,1033,88,73
435,280,70,68
361,1018,85,70
382,696,87,83
1049,389,82,80
1076,396,82,73
881,434,66,65
877,448,82,61
894,499,91,71
508,610,66,59
871,652,76,65
31,533,104,48
220,264,109,81
254,895,79,66
638,287,86,80
368,625,100,89
564,728,67,62
726,997,84,78
631,916,84,36
944,2,72,69
783,4,92,82
18,737,90,57
430,23,69,55
30,1079,83,82
779,34,92,90
579,43,91,81
47,76,81,74
1052,61,100,89
62,808,79,48
452,77,106,91
133,78,69,53
103,642,88,73
124,582,80,77
545,126,60,55
135,445,71,66
892,354,75,57
825,231,75,73
238,1003,76,65
258,641,80,56
274,820,89,64
476,289,69,63
746,296,76,47
301,1004,62,54
616,303,77,45
342,317,72,56
332,833,64,51
345,1078,69,55
735,350,73,65
359,355,76,65
480,356,106,63
358,715,80,73
362,893,63,51
363,1045,72,64
366,917,81,68
376,1029,103,89
1051,407,58,50
410,1072,57,41
662,447,73,72
443,651,82,62
446,515,71,62
463,632,62,44
793,467,79,78
742,471,77,52
477,521,79,67
502,727,89,77
691,512,61,57
514,740,70,65
761,517,63,61
671,543,84,68
540,858,79,77
884,546,91,88
1021,559,78,49
565,813,49,44
599,1057,82,68
677,608,71,55
789,939,69,51
988,186,91,73
657,896,93,88
1027,663,82,41
680,666,89,69
874,699,61,43
736,914,74,63
748,879,82,78
177,770,55,54
826,1056,80,75
935,869,76,71
872,1046,70,69
112,792,101,48
70,923,96,76
991,675,82,71
95,1070,70,55
828,849,73,70
292,552,69,50
165,591,69,61
45,852,74,71
92,645,71,63
451,731,83,66
306,681,79,62
664,202,104,67
984,475,73,63
615,619,68,55
542,436,74,66
328,33,84,65
424,487,82,60
369,229,53,48
535,601,53,41
176,423,60,46
15,643,65,48
82,370,82,51
385,104,80,65
855,486,66,53
778,293,61,44
207,686,65,63
764,96,68,61
569,692,78,64
419,1041,70,68
493,950,45,38
801,55,68,67
570,571,90,77
653,235,62,55
758,729,68,64
912,457,65,55
931,1,65,39
968,807,60,54
40,1000,83,53
6,188,70,47
35,942,71,54
1062,1038,84,60
634,611,86,65
214,586,72,65
817,626,98,74
804,665,86,46
802,310,72,41
709,805,63,44
348,861,94,42
373,374,89,71
150,922,74,72
271,774,61,60
955,777,96,74
14,340,67,66
20,985,87,72
441,22,74,54
21,1016,84,77
25,428,63,59
99,26,70,69
80,498,66,42
223,86,90,87
87,159,97,87
94,245,81,66
505,97,78,76
1059,140,80,74
590,146,83,75
716,170,82,77
179,583,87,64
725,197,81,65
236,867,80,79
265,484,92,69
278,924,67,58
672,299,64,62
465,738,73,61
469,1065,68,59
538,537,86,67
598,711,96,58
753,929,71,59
790,847,82,69
717,42,76,56
64,71,86,64
120,123,83,70
213,247,74,62
636,180,90,88
744,509,96,67
588,558,69,64
728,997,91,76
136,932,73,68
798,1058,84,78
980,791,86,41
16,574,119,88
83,397,86,74
533,145,94,89
172,1017,68,59
221,1076,96,87
327,264,104,72
1019,284,76,54
398,859,68,66
1055,429,94,59
757,461,75,57
473,795,83,62
501,992,75,73
1040,516,69,55
589,1020,86,75
856,578,92,69
567,845,77,57
613,637,94,81
697,934,87,83
780,1036,74,72
1024,797,120,74
799,1031,83,69
788,827,91,86
841,781,70,67
876,1034,96,86
232,910,55,53
9,962,66,46
553,243,71,62
639,873,61,59
839,940,73,71
946,272,76,59
733,617,88,51
622,422,79,43
880,703,96,85
973,535,106,66
371,305,71,49
105,631,72,63
741,351,82,30
507,794,57,54
999,690,83,49
906,938,70,58
853,442,102,69
1025,337,91,65
747,393,61,52
525,315,66,50
837,203,69,45
904,635,86,71
656,593,73,53
409,834,74,68
981,107,72,65
659,649,69,67
566,842,69,38
563,323,109,57
941,259,63,61
930,595,100,61
614,399,78,67
36,492,68,44
978,482,72,62
809,1061,59,58
963,352,66,64
11,840,81,67
655,325,73,52
866,239,78,62
803,209,51,27
947,640,107,74
201,181,65,57
551,253,66,46
91,633,69,65
156,707,106,97
909,414,71,57
125,900,73,59
101,596,72,66
252,106,84,61
846,280,62,56
712,344,83,63
1012,416,81,63
957,479,60,52
504,886,86,58
8,84,68,66
270,38,84,81
377,816,75,48
638,1005,90,79
851,199,99,82
650,283,74,70
2,829,107,94
685,24,82,67
28,429,108,60
241,29,71,52
68,32,72,53
51,917,91,61
56,286,70,43
565,61,79,49
63,727,89,64
589,84,80,61
1042,85,76,48
1049,89,67,46
103,514,91,74
403,108,76,63
606,119,88,43
124,673,95,90
336,127,99,96
1035,945,71,58
128,1013,89,71
134,320,90,54
138,773,79,74
139,506,96,80
624,151,78,62
164,1004,64,53
167,858,84,72
169,926,64,54
890,892,90,52
304,184,83,72
547,189,71,70
205,296,75,54
1048,208,93,82
261,242,65,64
370,258,74,71
263,354,91,62
810,276,83,68
288,720,86,58
621,297,81,74
783,299,123,81
177,318,56,33
1057,334,83,81
335,715,69,62
342,793,68,67
766,349,72,55
364,623,59,56
378,464,75,67
405,768,90,68
925,418,74,48
964,509,86,81
860,538,61,60
750,503,66,62
824,524,69,61
555,576,60,58
1015,560,81,68
1067,604,80,73
971,889,84,72
776,674,68,65
668,1064,91,85
830,661,71,56
679,698,74,58
1030,691,94,67
695,862,62,58
988,719,89,84
1044,732,73,42
753,916,64,59
756,966,64,46
1002,875,72,43
882,1063,75,65
1009,1037,72,61
487,952,81,79
67,729,60,45
1066,294,54,36
760,468,78,74
554,494,87,52
438,92,89,65
693,920,78,68
262,1080,71,62
982,329,59,42
339,927,82,60
384,885,66,65
584,81,73,50
437,787,74,51
490,591,73,64
688,1041,82,68
784,648,74,72
800,838,93,85
1074,822,81,63
309,949,61,56
404,55,107,66
413,1000,85,81
1010,400,80,68
694,692,55,42
491,522,85,67
352,310,64,49
191,341,80,70
967,943,88,42
48,948,105,80
40,235,99,71
27,730,63,38
1006,817,63,48
122,234,78,60
485,433,69,60
373,718,74,70
333,175,72,70
819,630,68,60
921,147,58,49
1075,401,70,58
365,19,82,69
689,495,70,61
343,417,78,69
878,958,89,60
612,436,68,55
406,1014,73,64
256,905,74,54
57,994,81,74
450,1053,73,63
763,792,80,69
54,887,77,73
549,132,58,53
141,361,68,63
183,228,96,66
193,995,66,58
227,394,71,56
255,610,68,57
929,282,70,49
1051,298,75,49
696,390,73,58
597,396,70,68
548,427,87,75
550,785,79,52
577,658,82,43
598,983,74,69
739,600,82,53
746,881,73,49
1020,8,65,58
46,149,60,43
64,88,101,72
113,117,87,61
188,865,63,53
818,375,61,49
483,772,89,82
581,769,66,60
1043,850,76,65
444,708,87,50
977,39,59,46
497,303,84,73
671,22,93,66
114,510,76,48
201,232,75,64
910,181,59,50
962,253,72,70
551,9,79,51
1025,91,70,66
156,837,65,63
633,337,69,58
707,203,72,71
900,414,66,63
909,125,71,55
53,1039,70,68
682,5,72,60
10,74,64,52
17,268,96,43
23,914,63,59
1013,24,82,78
471,30,71,68
34,388,82,81
847,47,92,75
51,777,91,69
58,832,75,74
59,1003,77,48
66,398,74,65
72,357,118,109
75,562,62,61
884,76,90,85
77,397,69,61
79,376,78,68
83,206,87,67
1020,84,71,67
609,89,77,61
93,859,75,69
757,97,66,60
102,862,66,63
783,124,86,80
217,395,77,70
126,274,69,63
685,128,85,71
129,670,78,54
140,521,83,70
353,143,71,56
266,145,78,64
115,1028,91,68
515,159,75,65
1069,160,81,79
370,892,67,60
190,785,90,66
666,194,86,76
582,197,59,45
1045,200,90,74
198,658,96,42
454,204,66,55
205,925,72,63
386,225,68,59
226,934,104,101
236,737,83,46
244,372,75,57
247,829,114,112
356,248,97,84
252,979,80,60
255,661,79,67
265,559,78,66
258,890,101,78
264,993,94,87
813,277,65,54
1027,284,81,69
705,286,84,69
285,359,77,75
295,1072,66,57
418,296,78,62
297,342,95,78
673,299,75,72
301,350,68,62
320,335,63,59
321,531,68,55
326,749,70,58
332,545,46,44
544,344,90,84
345,899,53,48
346,825,103,93
479,347,73,65
358,596,80,73
360,578,77,73
361,503,85,65
364,524,58,57
367,898,70,57
966,378,76,72
382,1029,88,71
410,820,82,64
428,961,76,56
425,772,64,59
642,434,64,45
435,501,84,63
788,439,85,74
455,447,69,65
1021,446,63,60
450,701,54,43
641,461,86,76
761,462,89,79
463,874,66,51
465,590,66,58
756,464,83,53
477,742,66,51
481,1035,72,70
488,732,66,51
560,509,106,92
526,791,73,69
504,637,97,76
556,540,99,45
871,583,75,47
186,587,72,58
698,600,71,59
613,663,74,70
632,699,74,56
623,824,75,65
621,793,81,49
668,769,82,58
679,739,87,68
703,727,93,63
833,716,79,71
722,926,63,59
775,748,76,61
750,1063,70,49
1031,770,81,76
1052,774,70,63
1065,779,81,64
1034,780,89,62
974,798,79,65
799,1068,65,62
985,823,77,70
995,810,80,76
781,816,78,77
1001,857,102,88
876,1036,90,69
1067,877,91,53
964,1015,69,48
1055,1019,85,77
991,251,91,75
391,593,72,57
348,915,109,55
605,842,66,48
70,990,64,63
1073,187,56,33
815,144,74,68
408,731,79,68
338,764,80,66
449,873,59,50
419,60,71,69
33,984,65,63
759,379,80,56
656,649,66,49
185,130,54,48
214,801,79,72
507,643,63,61
626,520,97,89
965,912,80,67
568,968,71,63
243,836,66,53
552,475,63,52
849,131,59,53
6,1026,90,60
659,281,68,67
809,176,87,83
853,535,57,53
37,570,73,68
1066,838,72,68
111,493,80,39
257,1,102,81
212,805,70,66
645,938,76,66
1070,154,86,79
423,558,88,71
411,104,78,66
834,267,77,68
800,294,74,60
369,639,65,62
45,519,76,62
745,15,76,73
490,27,63,44
451,706,83,77
601,107,73,69
262,952,70,62
290,951,98,87
941,328,58,55
953,986,110,93
908,157,69,67
861,980,68,60
755,628,66,62
584,147,65,50
437,401,78,60
482,922,74,63
913,572,80,68
989,814,60,57
1054,758,69,65
409,457,85,72
963,392,87,69
563,950,69,51
969,843,85,75
970,634,77,76
591,730,69,49
723,275,75,53
1062,90,78,54
647,230,90,72
1080,487,82,72
664,530,81,68
733,312,80,54
1075,787,53,46
921,81,63,42
513,82,78,63
654,617,68,44
57,865,86,69
118,740,90,65
1053,127,79,73
150,322,74,60
199,812,103,86
271,629,69,66
273,1040,85,80
362,441,82,69
933,588,77,72
26,4,77,73
18,738,75,62
20,94,73,72
499,25,67,64
54,394,72,64
469,62,65,54
146,65,65,62
174,71,82,39
87,826,76,73
99,957,69,62
172,100,72,70
134,715,94,63
223,158,56,55
171,340,84,83
173,1016,87,66
193,276,79,76
227,887,79,76
231,484,76,64
242,427,74,72
672,245,74,60
249,725,73,66
278,314,82,53
1046,389,77,66
402,923,78,71
712,407,77,45
430,714,69,66
518,448,66,51
516,498,99,69
721,523,92,75
528,821,69,64
505,796,94,82
830,610,69,59
870,790,64,61
1079,863,64,63
886,1033,100,85
929,1017,58,51
1018,1008,67,34
589,8,74,52
31,42,88,79
841,38,72,60
983,64,80,78
598,88,87,60
636,98,101,72
113,818,87,74
120,786,63,41
944,215,69,66
213,665,74,70
180,136,69,60
375,117,74,62
1024,155,82,70
994,188,62,54
182,189,76,55
996,220,82,66
270,377,88,75
300,473,70,67
313,728,86,74
480,744,74,73
895,527,68,63
581,1064,63,61
1059,932,80,59
960,972,103,68
1022,845,78,66
168,848,81,65
955,883,79,78
937,935,82,77
368,897,64,52
28,597,100,72
390,29,78,77
881,61,82,56
303,85,84,80
103,776,94,90
108,768,90,83
298,119,77,60
132,792,71,49
1039,137,80,67
138,1057,72,65
183,288,80,69
875,208,72,44
720,228,83,61
241,696,54,42
548,261,70,65
304,762,84,68
318,916,65,57
334,773,73,57
349,889,78,73
396,429,71,55
403,405,89,64
1042,497,80,56
674,514,89,63
767,671,59,53
763,549,89,82
746,565,67,64
1037,691,76,61
177,753,59,47
766,971,76,53
1002,1048,78,66
1009,1030,73,69
263,860,78,71
538,354,83,60
175,630,59,50
495,1014,72,58
436,19,83,80
612,365,74,66
958,905,57,50
256,878,70,59
894,444,67,45
224,22,62,47
1051,606,68,65
10,883,75,62
955,74,76,68
118,1069,68,61
701,127,56,47
945,481,59,50
582,158,71,66
160,882,73,71
500,164,90,66
167,1076,82,66
440,608,91,75
602,735,81,68
877,604,71,65
657,928,76,74
1050,638,105,57
262,487,79,48
1066,800,64,53
114,39,75,43
27,591,51,46
294,838,80,72
192,468,54,44
901,864,62,56
885,543,89,54
686,660,90,68
239,202,80,54
747,140,88,52
940,421,58,50
1075,437,66,59
622,839,68,65
207,620,65,45
490,730,76,48
921,584,79,75
384,999,93,71
413,653,78,58
96,619,58,50
165,259,54,49
339,305,74,61
778,852,76,73
385,641,101,70
438,586,86,28
946,811,76,69
507,315,64,57
209,234,70,52
683,794,106,48
978,907,78,46
566,655,80,74
1006,700,76,69
191,542,75,62
866,942,72,69
947,485,77,63
585,817,66,62
1080,952,76,67
530,312,75,69
81,147,65,60
787,401,67,60
733,664,75,74
393,388,78,51
141,740,69,62
223,197,84,69
323,546,76,71
69,302,63,54
557,220,68,57
1043,576,79,61
331,708,85,50
977,510,93,70
100,540,77,62
556,172,72,67
767,224,85,73
819,333,85,67
1025,201,78,68
232,91,65,53
9,837,68,63
910,633,64,51
181,337,61,60
406,689,64,45
707,962,63,61
253,203,61,59
617,82,70,68
654,513,65,51
37,214,94,88
801,570,64,55
551,156,77,58
52,1012,89,71
123,324,56,55
194,960,93,86
258,221,88,60
346,295,97,84
313,727,77,73
374,1005,69,60
398,641,81,73
402,478,72,67
407,529,61,60
561,452,78,77
573,637,77,57
